timestamp,asset_id,irradiance_ghi,irradiance_dni,irradiance_dhi,ambient_temperature,module_temperature,humidity,wind_speed,rainfall,dc_voltage,dc_current,dc_power,ac_voltage,ac_current,ac_power,frequency,power_factor,inverter_temperature,inverter_efficiency,status,fault_code
2023-02-05T17:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.89,14.89,50.0,2.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.984,16.43,0.98,OPERATIONAL,0
2023-02-05T18:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.75,14.75,50.0,2.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.984,14.82,0.98,OPERATIONAL,0
2023-02-05T18:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.6,14.6,50.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.987,15.43,0.98,OPERATIONAL,0
2023-02-05T18:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.44,14.44,50.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.98,12.85,0.98,OPERATIONAL,0
2023-02-05T18:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.29,14.29,50.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.987,14.52,0.98,OPERATIONAL,0
2023-02-05T19:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.14,14.14,50.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.98,14.09,0.98,OPERATIONAL,0
2023-02-05T19:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.97,13.97,50.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.989,16.84,0.98,OPERATIONAL,0
2023-02-05T19:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.8,13.8,50.0,2.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.987,12.4,0.98,OPERATIONAL,0
2023-02-05T19:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.63,13.63,50.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.982,14.61,0.98,OPERATIONAL,0
2023-02-05T20:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.46,13.46,50.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.987,14.66,0.98,OPERATIONAL,0
2023-02-05T20:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.31,13.31,50.0,2.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.987,12.19,0.98,OPERATIONAL,0
2023-02-05T20:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.16,13.16,50.0,2.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.983,13.03,0.98,OPERATIONAL,0
2023-02-05T20:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.02,13.02,50.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.05,0.982,16.39,0.98,OPERATIONAL,0
2023-02-05T21:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.87,12.87,50.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.983,13.48,0.98,OPERATIONAL,0
2023-02-05T21:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.75,12.75,50.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.1,0.988,12.67,0.98,OPERATIONAL,0
2023-02-05T21:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.62,12.62,50.0,2.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.985,11.23,0.98,OPERATIONAL,0
2023-02-05T21:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.5,12.5,50.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.986,12.41,0.98,OPERATIONAL,0
2023-02-05T22:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.38,12.38,50.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.988,12.51,0.98,OPERATIONAL,0
2023-02-05T22:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.28,12.28,50.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.988,13.44,0.98,OPERATIONAL,0
2023-02-05T22:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.18,12.18,50.0,2.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.08,0.988,12.51,0.98,OPERATIONAL,0
2023-02-05T22:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,12.08,12.08,50.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.99,13.28,0.98,OPERATIONAL,0
2023-02-05T23:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.98,11.98,50.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.985,10.5,0.98,OPERATIONAL,0
2023-02-05T23:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.88,11.88,50.0,2.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.983,12.3,0.98,OPERATIONAL,0
2023-02-05T23:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.77,11.77,50.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.983,12.97,0.98,OPERATIONAL,0
2023-02-05T23:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.66,11.66,50.0,2.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.91,0.985,11.95,0.98,OPERATIONAL,0
2023-02-06T00:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,11.56,11.56,50.0,2.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.93,0.99,10.79,0.98,OPERATIONAL,0
2023-02-06T00:15:00+00:00,AST-JAB-ROOF-A,4.77,18.78,4.01,11.79,11.92,50.0,2.69,0.0,0.0,0.0,0.0,401.76,3.55,2.44,49.98,0.986,11.51,0.98,OPERATIONAL,0
2023-02-06T00:30:00+00:00,AST-JAB-ROOF-A,9.54,37.56,8.02,12.02,12.27,50.0,2.67,0.0,0.0,0.0,0.0,398.7,7.14,4.88,49.98,0.983,12.23,0.98,OPERATIONAL,0
2023-02-06T00:45:00+00:00,AST-JAB-ROOF-A,14.31,56.34,12.02,12.25,12.63,50.0,2.65,0.0,667.29,11.19,7.46,400.21,10.66,7.32,50.01,0.987,12.57,0.98,OPERATIONAL,0
2023-02-06T01:00:00+00:00,AST-JAB-ROOF-A,19.08,75.12,16.03,12.48,12.99,50.0,2.63,0.0,668.44,14.87,9.94,401.68,14.14,9.74,49.99,0.981,12.74,0.98,OPERATIONAL,0
2023-02-06T01:15:00+00:00,AST-JAB-ROOF-A,64.89,199.24,27.51,13.81,15.54,50.0,2.72,0.0,664.1,50.47,33.52,402.4,47.6,32.85,50.0,0.987,17.67,0.98,OPERATIONAL,0
2023-02-06T01:30:00+00:00,AST-JAB-ROOF-A,110.69,323.35,39.0,15.14,18.07,50.0,2.82,0.0,661.11,85.75,56.69,401.71,80.65,55.55,49.93,0.984,19.3,0.98,OPERATIONAL,0
2023-02-06T01:45:00+00:00,AST-JAB-ROOF-A,156.5,447.46,50.48,16.48,20.59,50.0,2.91,0.0,653.33,121.61,79.45,399.33,113.72,77.87,50.01,0.989,20.81,0.98,OPERATIONAL,0
2023-02-06T02:00:00+00:00,AST-JAB-ROOF-A,202.3,571.58,61.96,17.81,23.1,50.0,3.0,0.0,650.25,156.59,101.82,398.35,146.09,99.79,49.98,0.982,22.58,0.98,OPERATIONAL,0
2023-02-06T02:15:00+00:00,AST-JAB-ROOF-A,258.73,620.2,69.11,18.88,25.73,50.0,2.78,0.0,648.58,198.94,129.03,397.49,185.53,126.45,49.93,0.983,25.47,0.98,OPERATIONAL,0
2023-02-06T02:30:00+00:00,AST-JAB-ROOF-A,315.15,668.81,76.27,19.95,28.4,50.0,2.57,0.0,647.19,240.58,155.7,399.27,222.87,152.59,50.01,0.98,28.15,0.98,OPERATIONAL,0
2023-02-06T02:45:00+00:00,AST-JAB-ROOF-A,371.58,717.42,83.42,21.02,31.11,50.0,2.36,0.0,641.91,283.24,181.82,400.31,259.58,178.18,50.05,0.99,29.71,0.98,OPERATIONAL,0
2023-02-06T03:00:00+00:00,AST-JAB-ROOF-A,428.0,766.04,90.58,22.09,33.85,50.0,2.14,0.0,636.52,325.78,207.37,400.26,296.09,203.22,49.9,0.982,33.72,0.98,OPERATIONAL,0
2023-02-06T03:15:00+00:00,AST-JAB-ROOF-A,476.55,793.94,92.19,23.24,36.59,50.0,1.82,0.0,625.92,365.24,228.61,397.75,328.49,224.04,50.07,0.981,34.25,0.98,OPERATIONAL,0
2023-02-06T03:30:00+00:00,AST-JAB-ROOF-A,525.1,821.83,93.8,24.4,39.37,50.0,1.5,0.0,628.34,396.83,249.34,397.35,358.63,244.35,49.96,0.98,35.45,0.98,OPERATIONAL,0
2023-02-06T03:45:00+00:00,AST-JAB-ROOF-A,573.65,849.72,95.41,25.56,42.22,50.0,1.19,0.0,625.69,430.79,269.54,399.75,385.36,264.15,50.0,0.987,38.66,0.98,OPERATIONAL,0
2023-02-06T04:00:00+00:00,AST-JAB-ROOF-A,622.2,877.62,97.02,26.71,45.12,50.0,0.87,0.0,621.62,465.23,289.19,399.49,413.73,283.41,49.97,0.986,41.63,0.98,OPERATIONAL,0
2023-02-06T04:15:00+00:00,AST-JAB-ROOF-A,656.58,887.65,99.01,27.24,46.7,50.0,0.84,0.0,618.47,490.49,303.36,400.79,432.58,297.29,50.0,0.987,41.65,0.98,OPERATIONAL,0
2023-02-06T04:30:00+00:00,AST-JAB-ROOF-A,690.95,897.68,101.0,27.78,48.28,50.0,0.82,0.0,615.73,515.36,317.32,399.63,453.81,310.98,50.1,0.982,44.47,0.98,OPERATIONAL,0
2023-02-06T04:45:00+00:00,AST-JAB-ROOF-A,725.32,907.71,102.98,28.32,49.87,50.0,0.8,0.0,612.47,540.59,331.1,400.01,473.06,324.48,49.97,0.99,45.09,0.98,OPERATIONAL,0
2023-02-06T05:00:00+00:00,AST-JAB-ROOF-A,759.7,917.74,104.97,28.85,51.46,50.0,0.77,0.0,609.37,565.62,344.68,401.19,491.01,337.78,50.04,0.982,44.79,0.98,OPERATIONAL,0
2023-02-06T05:15:00+00:00,AST-JAB-ROOF-A,778.44,927.06,103.84,29.18,51.95,50.0,1.07,0.0,605.82,581.87,352.51,399.16,504.72,345.46,50.05,0.985,46.52,0.98,OPERATIONAL,0
2023-02-06T05:30:00+00:00,AST-JAB-ROOF-A,797.18,936.38,102.72,29.52,52.43,50.0,1.36,0.0,610.02,590.68,360.32,399.51,515.46,353.12,50.04,0.983,47.75,0.98,OPERATIONAL,0
2023-02-06T05:45:00+00:00,AST-JAB-ROOF-A,815.93,945.71,101.6,29.85,52.9,50.0,1.66,0.0,610.0,603.48,368.12,400.67,525.09,360.76,50.05,0.982,47.93,0.98,OPERATIONAL,0
2023-02-06T06:00:00+00:00,AST-JAB-ROOF-A,834.67,955.03,100.47,30.18,53.36,50.0,1.96,0.0,608.95,617.3,375.91,398.33,538.96,368.13,49.94,0.981,50.7,0.979,OPERATIONAL,0
2023-02-06T06:15:00+00:00,AST-JAB-ROOF-A,833.12,953.88,100.64,30.34,53.18,50.0,2.18,0.0,605.48,620.12,375.47,401.11,534.98,367.96,49.9,0.982,49.43,0.98,OPERATIONAL,0
2023-02-06T06:30:00+00:00,AST-JAB-ROOF-A,831.56,952.74,100.81,30.5,53.01,50.0,2.41,0.0,608.13,616.67,375.02,401.4,533.96,367.52,50.04,0.984,49.66,0.98,OPERATIONAL,0
2023-02-06T06:45:00+00:00,AST-JAB-ROOF-A,830.0,951.59,100.98,30.67,52.84,50.0,2.63,0.0,606.3,617.78,374.56,403.69,530.28,367.07,50.0,0.986,49.23,0.98,OPERATIONAL,0
2023-02-06T07:00:00+00:00,AST-JAB-ROOF-A,828.45,950.44,101.15,30.83,52.68,50.0,2.85,0.0,607.84,615.45,374.09,401.47,531.77,366.08,49.97,0.987,51.42,0.979,OPERATIONAL,0
2023-02-06T07:15:00+00:00,AST-JAB-ROOF-A,808.39,946.8,99.51,30.85,52.05,50.0,2.95,0.0,611.05,598.85,365.93,401.95,520.31,358.61,49.95,0.989,48.33,0.98,OPERATIONAL,0
2023-02-06T07:30:00+00:00,AST-JAB-ROOF-A,788.32,943.16,97.88,30.88,51.42,50.0,3.06,0.0,607.87,588.47,357.71,400.11,510.96,350.56,49.99,0.985,49.11,0.98,OPERATIONAL,0
2023-02-06T07:45:00+00:00,AST-JAB-ROOF-A,768.26,939.52,96.24,30.9,50.8,50.0,3.16,0.0,611.33,571.61,349.44,400.77,498.28,342.43,49.93,0.988,50.07,0.98,OPERATIONAL,0
2023-02-06T08:00:00+00:00,AST-JAB-ROOF-A,748.2,935.88,94.6,30.92,50.19,50.0,3.26,0.0,609.5,559.66,341.12,397.88,489.98,334.29,49.93,0.983,47.88,0.98,OPERATIONAL,0
2023-02-06T08:15:00+00:00,AST-JAB-ROOF-A,711.33,920.85,93.44,30.82,49.1,50.0,3.29,0.0,613.43,530.88,325.66,400.26,465.0,319.15,50.08,0.988,47.41,0.98,OPERATIONAL,0
2023-02-06T08:30:00+00:00,AST-JAB-ROOF-A,674.46,905.82,92.28,30.72,48.02,50.0,3.32,0.0,617.96,501.75,310.06,402.45,440.31,303.86,49.92,0.982,47.33,0.98,OPERATIONAL,0
2023-02-06T08:45:00+00:00,AST-JAB-ROOF-A,637.59,890.78,91.11,30.61,46.94,50.0,3.36,0.0,617.35,476.74,294.31,396.92,423.78,288.43,50.08,0.984,45.56,0.98,OPERATIONAL,0
2023-02-06T09:00:00+00:00,AST-JAB-ROOF-A,600.72,875.75,89.95,30.51,45.87,50.0,3.39,0.0,619.6,449.37,278.42,396.41,401.42,272.86,49.94,0.984,44.49,0.98,OPERATIONAL,0
2023-02-06T09:15:00+00:00,AST-JAB-ROOF-A,550.53,846.98,88.74,30.25,44.28,50.0,3.45,0.0,620.2,413.88,256.69,399.88,366.87,251.56,50.08,0.983,43.2,0.98,OPERATIONAL,0
2023-02-06T09:30:00+00:00,AST-JAB-ROOF-A,500.34,818.2,87.52,30.0,42.7,50.0,3.51,0.0,622.82,376.79,234.67,399.99,335.31,229.98,49.97,0.98,41.58,0.98,OPERATIONAL,0
2023-02-06T09:45:00+00:00,AST-JAB-ROOF-A,450.14,789.43,86.31,29.74,41.12,50.0,3.57,0.0,625.13,339.72,212.37,399.19,304.05,208.12,50.07,0.984,40.7,0.98,OPERATIONAL,0
2023-02-06T10:00:00+00:00,AST-JAB-ROOF-A,399.95,760.66,85.1,29.48,39.56,50.0,3.63,0.0,629.54,301.46,189.78,401.56,270.1,185.99,50.02,0.987,37.92,0.98,OPERATIONAL,0
2023-02-06T10:15:00+00:00,AST-JAB-ROOF-A,342.8,698.8,78.9,28.68,37.45,50.0,3.38,0.0,633.17,258.91,163.93,402.49,232.78,160.66,49.96,0.984,36.3,0.98,OPERATIONAL,0
2023-02-06T10:30:00+00:00,AST-JAB-ROOF-A,285.65,636.95,72.71,27.87,35.29,50.0,3.12,0.0,636.73,216.23,137.68,399.41,197.01,134.93,50.07,0.987,34.74,0.98,OPERATIONAL,0
2023-02-06T10:45:00+00:00,AST-JAB-ROOF-A,228.5,575.1,66.52,27.06,33.09,50.0,2.86,0.0,640.15,173.42,111.02,395.9,160.26,108.8,50.0,0.986,33.28,0.98,OPERATIONAL,0
2023-02-06T11:00:00+00:00,AST-JAB-ROOF-A,171.35,513.24,60.32,26.26,30.84,50.0,2.61,0.0,641.57,130.81,83.92,395.98,121.13,82.24,49.98,0.982,29.86,0.98,OPERATIONAL,0
2023-02-06T11:15:00+00:00,AST-JAB-ROOF-A,131.16,392.55,48.16,24.95,28.43,50.0,2.76,0.0,640.34,101.18,64.79,398.09,93.02,63.5,50.05,0.984,28.31,0.98,OPERATIONAL,0
2023-02-06T11:30:00+00:00,AST-JAB-ROOF-A,90.96,271.86,36.0,23.64,26.03,50.0,2.9,0.0,650.9,69.62,45.32,396.54,65.31,44.41,49.98,0.987,25.75,0.98,OPERATIONAL,0
2023-02-06T11:45:00+00:00,AST-JAB-ROOF-A,50.76,151.17,23.85,22.32,23.65,50.0,3.05,0.0,647.58,39.38,25.5,396.88,36.72,24.99,50.12,0.987,24.44,0.98,OPERATIONAL,0
2023-02-06T12:00:00+00:00,AST-JAB-ROOF-A,10.57,30.48,11.69,21.01,21.28,50.0,3.2,0.0,653.59,8.19,5.35,398.9,7.67,5.25,49.99,0.988,18.5,0.98,OPERATIONAL,0
2023-02-06T12:15:00+00:00,AST-JAB-ROOF-A,7.93,22.86,8.77,20.65,20.85,50.0,3.25,0.0,0.0,0.0,0.0,399.21,5.76,3.94,49.98,0.99,20.04,0.98,OPERATIONAL,0
2023-02-06T12:30:00+00:00,AST-JAB-ROOF-A,5.28,15.24,5.84,20.28,20.42,50.0,3.3,0.0,0.0,0.0,0.0,399.38,3.84,2.63,49.98,0.986,20.9,0.98,OPERATIONAL,0
2023-02-06T12:45:00+00:00,AST-JAB-ROOF-A,2.64,7.62,2.92,19.92,19.98,50.0,3.34,0.0,0.0,0.0,0.0,399.38,1.92,1.32,49.96,0.987,20.46,0.98,OPERATIONAL,0
2023-02-06T13:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,19.55,19.55,50.0,3.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.05,0.983,19.89,0.98,OPERATIONAL,0
2023-02-06T13:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,19.28,19.28,50.0,3.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.987,18.58,0.98,OPERATIONAL,0
2023-02-06T13:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,19.01,19.01,50.0,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.981,16.89,0.98,OPERATIONAL,0
2023-02-06T13:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,18.74,18.74,50.0,3.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.08,0.981,17.95,0.98,OPERATIONAL,0
2023-02-06T14:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,18.47,18.47,50.0,3.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.984,17.88,0.98,OPERATIONAL,0
2023-02-06T14:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,18.22,18.22,50.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.982,17.63,0.98,OPERATIONAL,0
2023-02-06T14:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,17.96,17.96,50.0,3.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.985,18.33,0.98,OPERATIONAL,0
2023-02-06T14:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,17.71,17.71,50.0,3.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.986,17.39,0.98,OPERATIONAL,0
2023-02-06T15:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,17.46,17.46,50.0,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.988,15.53,0.98,OPERATIONAL,0
2023-02-06T15:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,17.27,17.27,50.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.983,17.2,0.98,OPERATIONAL,0
2023-02-06T15:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,17.08,17.08,50.0,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.983,16.08,0.98,OPERATIONAL,0
2023-02-06T15:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.89,16.89,50.0,2.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.985,16.5,0.98,OPERATIONAL,0
2023-02-06T16:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.7,16.7,50.0,2.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.985,16.13,0.98,OPERATIONAL,0
2023-02-06T16:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.58,16.58,50.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.987,15.06,0.98,OPERATIONAL,0
2023-02-06T16:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.46,16.46,50.0,2.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.982,16.97,0.98,OPERATIONAL,0
2023-02-06T16:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.34,16.34,50.0,2.65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.987,16.07,0.98,OPERATIONAL,0
2023-02-06T17:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.22,16.22,50.0,2.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.02,0.986,17.47,0.98,OPERATIONAL,0
2023-02-06T17:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.12,16.12,50.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.984,16.9,0.98,OPERATIONAL,0
2023-02-06T17:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,16.02,16.02,50.0,2.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.983,15.01,0.98,OPERATIONAL,0
2023-02-06T17:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.92,15.92,50.0,2.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.982,16.27,0.98,OPERATIONAL,0
2023-02-06T18:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.82,15.82,50.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.989,16.52,0.98,OPERATIONAL,0
2023-02-06T18:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.68,15.68,50.0,2.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.988,15.16,0.98,OPERATIONAL,0
2023-02-06T18:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.54,15.54,50.0,2.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.987,15.37,0.98,OPERATIONAL,0
2023-02-06T18:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.39,15.39,50.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.07,0.985,14.84,0.98,OPERATIONAL,0
2023-02-06T19:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.25,15.25,50.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.986,17.08,0.98,OPERATIONAL,0
2023-02-06T19:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,15.06,15.06,50.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.985,15.23,0.98,OPERATIONAL,0
2023-02-06T19:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.88,14.88,50.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.95,0.985,15.71,0.98,OPERATIONAL,0
2023-02-06T19:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.69,14.69,50.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.981,13.24,0.98,OPERATIONAL,0
2023-02-06T20:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.5,14.5,50.0,2.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.989,14.42,0.98,OPERATIONAL,0
2023-02-06T20:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.35,14.35,50.0,2.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,0.987,13.69,0.98,OPERATIONAL,0
2023-02-06T20:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.2,14.2,50.0,2.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.01,0.984,13.98,0.98,OPERATIONAL,0
2023-02-06T20:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,14.04,14.04,50.0,2.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.985,13.56,0.98,OPERATIONAL,0
2023-02-06T21:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.89,13.89,50.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.98,0.986,13.18,0.98,OPERATIONAL,0
2023-02-06T21:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.79,13.79,50.0,2.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.988,14.04,0.98,OPERATIONAL,0
2023-02-06T21:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.68,13.68,50.0,2.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.03,0.987,14.56,0.98,OPERATIONAL,0
2023-02-06T21:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.58,13.58,50.0,2.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.96,0.981,14.72,0.98,OPERATIONAL,0
2023-02-06T22:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.48,13.48,50.0,1.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.08,0.984,13.1,0.98,OPERATIONAL,0
2023-02-06T22:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.41,13.41,50.0,1.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.99,0.98,15.6,0.98,OPERATIONAL,0
2023-02-06T22:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.34,13.34,50.0,1.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.985,12.67,0.98,OPERATIONAL,0
2023-02-06T22:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.27,13.27,50.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.08,0.98,12.79,0.98,OPERATIONAL,0
2023-02-06T23:00:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.2,13.2,50.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.97,0.99,12.59,0.98,OPERATIONAL,0
2023-02-06T23:15:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.13,13.13,50.0,1.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.06,0.982,13.5,0.98,OPERATIONAL,0
2023-02-06T23:30:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.06,13.06,50.0,1.76,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.94,0.988,13.01,0.98,OPERATIONAL,0
2023-02-06T23:45:00+00:00,AST-JAB-ROOF-A,0.0,0.0,0.0,13.0,13.0,50.0,1.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.04,0.983,12.75,0.98,OPERATIONAL,0
